state,district,pincode,enrol_0_5,enrol_5_17,enrol_18_plus,total_bio,total_demo,total_enrol,total_updates,update_intensity,child_share,migration_score,cluster
Andhra Pradesh,Hyderabad,938062485.0,3831.0,1008.0,1.0,105744.0,36206.0,4840.0,141950.0,29.322454038421814,0.9995868622185499,0.3423897110974514,1
Andhra Pradesh,K.V.Rangareddy,32090311.0,55.0,14.0,0.0,773.0,518.0,69.0,1291.0,18.442857142857143,0.9857142857142858,0.6692506459948321,1
Andhra Pradesh,K.v. Rangareddy,9035044.0,15.0,4.0,0.0,404.0,166.0,19.0,570.0,28.5,0.95,0.40987654320987654,1
Andhra Pradesh,Kakinada,373299957.0,858.0,84.0,27.0,11698.0,28269.0,969.0,39967.0,41.203092783505156,0.9711340206185567,2.416360372681426,1
Andhra Pradesh,Karim Nagar,34355117.0,71.0,11.0,0.0,1697.0,1151.0,82.0,2848.0,34.31325301204819,0.9879518072289156,0.6778563015312132,1
Andhra Pradesh,Karimnagar,278959224.0,552.0,107.0,0.0,17127.0,10331.0,659.0,27458.0,41.6030303030303,0.9984848484848485,0.6031644091546007,1
Andhra Pradesh,Khammam,422460671.0,869.0,264.0,0.0,40958.0,32368.0,1133.0,73326.0,64.66137566137566,0.9991181657848325,0.7902536683024488,1
Andhra Pradesh,Krishna,1805951425.0,6163.0,540.0,34.0,233247.0,111849.0,6737.0,345096.0,51.21638468388246,0.9948055802908875,0.47952822746604473,1
Andhra Pradesh,Kurnool,2024619831.0,10923.0,823.0,24.0,350633.0,177645.0,11770.0,528278.0,44.87961940361907,0.9978761362670971,0.5066394017693664,3
Andhra Pradesh,Mahabub Nagar,475654815.0,1079.0,432.0,0.0,13852.0,12813.0,1511.0,26665.0,17.63558201058201,0.9993386243386243,0.9249260088067567,1
Andhra Pradesh,Mahabubnagar,3564578.0,7.0,0.0,0.0,120.0,81.0,7.0,201.0,25.125,0.875,0.6694214876033058,1
Andhra Pradesh,Mahbubnagar,278539304.0,511.0,211.0,0.0,14739.0,9897.0,722.0,24636.0,34.0746887966805,0.9986168741355463,0.671438263229308,1
Andhra Pradesh,Medak,470595993.0,1176.0,229.0,1.0,22445.0,12963.0,1406.0,35408.0,25.165600568585642,0.9985785358919688,0.5775193798449613,1
Andhra Pradesh,N. T. R,346276800.0,790.0,97.0,46.0,13559.0,38070.0,933.0,51629.0,55.27730192719486,0.949678800856531,2.8075221238938055,1
Andhra Pradesh,Nalgonda,433507431.0,951.0,216.0,0.0,32653.0,29844.0,1167.0,62497.0,53.507705479452056,0.9991438356164384,0.9139462240460586,1
Andhra Pradesh,Nandyal,333836668.0,860.0,39.0,6.0,10640.0,27385.0,905.0,38025.0,41.97019867549669,0.9922737306843267,2.5735363217742693,1
Andhra Pradesh,Nellore,1426484285.0,4611.0,754.0,2.0,158477.0,68123.0,5367.0,226600.0,42.21311475409836,0.999441132637854,0.42985777205668924,1
Andhra Pradesh,Nizamabad,178127698.0,453.0,71.0,0.0,10979.0,5541.0,524.0,16520.0,31.466666666666665,0.9980952380952381,0.5046448087431694,1
Andhra Pradesh,Palnadu,315583896.0,759.0,76.0,25.0,10053.0,25495.0,860.0,35548.0,41.28687572590012,0.9698025551684089,2.5358066441217426,1
Andhra Pradesh,Parvathipuram Manyam,210203235.0,464.0,36.0,8.0,10630.0,9391.0,508.0,20021.0,39.33398821218075,0.9823182711198428,0.8833599849496755,1
Andhra Pradesh,Prakasam,1920290064.0,6405.0,1157.0,61.0,212299.0,120498.0,7623.0,332797.0,43.65123294858342,0.9918677859391396,0.5675836081017428,1
Andhra Pradesh,Rangareddi,562482075.0,1478.0,405.0,0.0,54587.0,22245.0,1883.0,76832.0,40.78131634819533,0.9994692144373672,0.40750714442734665,1
Andhra Pradesh,Spsr Nellore,8388529.0,1167.0,713.0,303.0,0.0,0.0,2183.0,0.0,0.0,0.8608058608058609,0.0,1
Andhra Pradesh,Sri Potti Sriramulu Nellore,514163134.0,689.0,622.0,303.0,10135.0,22065.0,1614.0,32200.0,19.938080495356036,0.8117647058823529,2.1768942383583267,1
Andhra Pradesh,Sri Sathya Sai,369536818.0,879.0,40.0,19.0,10415.0,22107.0,938.0,32522.0,34.63471778487753,0.9787007454739084,2.1224078341013826,1
Andhra Pradesh,Srikakulam,1265405627.0,4157.0,135.0,8.0,192607.0,135699.0,4300.0,328306.0,76.33248081841433,0.9979074633806092,0.7045345987705599,1
Andhra Pradesh,Tirupati,495004247.0,802.0,689.0,228.0,10398.0,33230.0,1719.0,43628.0,25.365116279069767,0.8668604651162791,3.1954995672660833,1
Andhra Pradesh,Visakhapatanam,531029.0,186.0,28.0,12.0,0.0,0.0,226.0,0.0,0.0,0.9427312775330396,0.0,1
Andhra Pradesh,Visakhapatnam,1941659691.0,7688.0,460.0,30.0,311303.0,157193.0,8178.0,468496.0,57.28035212128622,0.9962098055997065,0.5049501451956929,1
Andhra Pradesh,Vizianagaram,1138198603.0,3695.0,158.0,3.0,159998.0,78887.0,3856.0,238885.0,61.93544205340939,0.9989629245527613,0.49304683154269713,1
Andhra Pradesh,Warangal,403428779.0,858.0,201.0,0.0,51758.0,34766.0,1059.0,86524.0,81.62641509433962,0.9990566037735849,0.671689947641956,1
Andhra Pradesh,West Godavari,1842879145.0,5568.0,343.0,24.0,220414.0,126806.0,5935.0,347220.0,58.49393530997305,0.995788409703504,0.5753056733888346,1
Andhra Pradesh,Y. S. R,303545913.0,738.0,52.0,33.0,8608.0,28186.0,823.0,36794.0,44.65291262135922,0.9587378640776699,3.2740155651062843,1
Arunachal Pradesh,Anjaw,15842080.0,23.0,11.0,3.0,1171.0,760.0,37.0,1931.0,50.81578947368421,0.8947368421052632,0.6484641638225256,1
Arunachal Pradesh,Changlang,145747710.0,486.0,304.0,13.0,8183.0,5659.0,803.0,13842.0,17.21641791044776,0.9825870646766169,0.6914711632453568,1
Arunachal Pradesh,Dibang Valley,7128918.0,7.0,3.0,0.0,471.0,160.0,10.0,631.0,57.36363636363637,0.9090909090909091,0.3389830508474576,1
Arunachal Pradesh,East Kameng,52936844.0,88.0,79.0,14.0,4297.0,1422.0,181.0,5719.0,31.423076923076923,0.9175824175824175,0.33085155886458817,1
Arunachal Pradesh,East Siang,60914896.0,80.0,86.0,2.0,3321.0,2503.0,168.0,5824.0,34.46153846153846,0.9822485207100592,0.7534617700180614,1
Arunachal Pradesh,Kamle,13449210.0,3.0,25.0,2.0,143.0,318.0,30.0,461.0,14.870967741935484,0.9032258064516129,2.2083333333333335,1
Arunachal Pradesh,Kra Daadi,30062484.0,18.0,59.0,4.0,1240.0,514.0,81.0,1754.0,21.390243902439025,0.9390243902439024,0.41418211120064463,1
Arunachal Pradesh,Kurung Kumey,26898012.0,19.0,44.0,12.0,3390.0,335.0,75.0,3725.0,49.01315789473684,0.8289473684210527,0.09879091713358891,1
Arunachal Pradesh,Leparada,2373303.0,0.0,2.0,1.0,36.0,23.0,3.0,59.0,14.75,0.5,0.6216216216216216,0
Arunachal Pradesh,Lohit,65740574.0,102.0,63.0,1.0,3891.0,1866.0,166.0,5757.0,34.47305389221557,0.9880239520958084,0.47944501541623846,1
Arunachal Pradesh,Longding,61775209.0,141.0,719.0,37.0,2599.0,1485.0,897.0,4084.0,4.547884187082405,0.9576837416481069,0.5711538461538461,1
Arunachal Pradesh,Lower Dibang Valley,42773940.0,58.0,49.0,2.0,2248.0,1157.0,109.0,3405.0,30.954545454545453,0.9727272727272728,0.5144508670520231,1
Arunachal Pradesh,Lower Siang,18986859.0,10.0,18.0,3.0,413.0,339.0,31.0,752.0,23.5,0.875,0.8188405797101449,1
Arunachal Pradesh,Lower Subansiri,45884949.0,50.0,55.0,0.0,2680.0,1521.0,105.0,4201.0,39.632075471698116,0.9905660377358491,0.567325624766878,1
Arunachal Pradesh,Namsai,68913019.0,95.0,54.0,1.0,6003.0,2135.0,150.0,8138.0,53.89403973509934,0.9867549668874173,0.3555962691538974,1
Arunachal Pradesh,Pakke Kessang,3160412.0,2.0,1.0,1.0,74.0,87.0,4.0,161.0,32.2,0.6,1.16,1
Arunachal Pradesh,Papum Pare,189076082.0,201.0,241.0,5.0,9259.0,4922.0,447.0,14181.0,31.654017857142858,0.9866071428571429,0.5315334773218142,1
Arunachal Pradesh,Shi-yomi,15029057.0,8.0,22.0,5.0,529.0,238.0,35.0,767.0,21.305555555555557,0.8333333333333334,0.4490566037735849,1
Arunachal Pradesh,Siang,35596459.0,39.0,60.0,4.0,1309.0,777.0,103.0,2086.0,20.057692307692307,0.9519230769230769,0.5931297709923664,1
Arunachal Pradesh,Tawang,67158932.0,104.0,43.0,7.0,2464.0,951.0,154.0,3415.0,22.032258064516128,0.9483870967741935,0.38580121703853953,1
Arunachal Pradesh,Tirap,49810674.0,59.0,39.0,1.0,1893.0,990.0,99.0,2883.0,28.83,0.98,0.5227032734952481,1
Arunachal Pradesh,Upper Siang,26902540.0,21.0,21.0,1.0,1796.0,1321.0,43.0,3117.0,70.8409090909091,0.9545454545454546,0.7351140790205899,1
Arunachal Pradesh,Upper Subansiri,41929466.0,76.0,55.0,12.0,4166.0,1549.0,143.0,5715.0,39.6875,0.9097222222222222,0.3717302615790737,1
Arunachal Pradesh,West Kameng,100336735.0,157.0,103.0,18.0,6172.0,1859.0,278.0,8031.0,28.78494623655914,0.931899641577061,0.30115017009557754,1
Arunachal Pradesh,West Siang,78316867.0,110.0,80.0,2.0,4646.0,3552.0,192.0,8198.0,42.476683937823836,0.9844559585492227,0.7643641058747579,1
Assam,Bajali,21877349.0,19.0,8.0,2.0,23.0,844.0,29.0,867.0,28.9,0.9,35.166666666666664,1
Assam,Baksa,566477927.0,2120.0,1179.0,400.0,17455.0,17012.0,3699.0,34467.0,9.315405405405405,0.8916216216216216,0.974564619615032,1
Assam,Barpeta,1000091273.0,10545.0,3306.0,532.0,95421.0,59142.0,14383.0,154563.0,10.745481090100112,0.9629449388209121,0.6197941774433569,3
Assam,Biswanath,392870950.0,789.0,464.0,76.0,9548.0,11025.0,1329.0,20573.0,15.468421052631578,0.9421052631578948,1.1545711592836947,1
Assam,Bongaigaon,480997665.0,2324.0,626.0,225.0,36608.0,39124.0,3175.0,75732.0,23.84508816120907,0.9288413098236776,1.0686989538091727,1
Assam,Cachar,2034291862.0,11474.0,4513.0,1527.0,66145.0,58019.0,17514.0,124164.0,7.089009420496717,0.9127604910077077,0.877135427690261,3
Assam,Charaideo,278132986.0,659.0,336.0,194.0,8293.0,9913.0,1189.0,18206.0,15.299159663865547,0.8361344537815126,1.1952013503737642,1
Assam,Chirang,401857526.0,2013.0,1071.0,264.0,27087.0,13397.0,3348.0,40484.0,12.088384592415647,0.9208719020603165,0.4945732427643237,1
Assam,Darrang,629726715.0,4390.0,1914.0,1291.0,26265.0,28319.0,7595.0,54584.0,7.185887309110058,0.8299104791995787,1.0781618822812762,1
Assam,Dhemaji,479260188.0,3864.0,1846.0,1191.0,20730.0,22349.0,6901.0,43079.0,6.24152419588525,0.8272964358157056,1.0780473686749312,1
Assam,Dhubri,1023769225.0,8432.0,3849.0,365.0,59475.0,80799.0,12646.0,140274.0,11.09148414643789,0.9710603305131652,1.3585143587329342,3
Assam,Dibrugarh,853824325.0,3895.0,1675.0,1492.0,26735.0,26519.0,7062.0,53254.0,7.539855585445278,0.7886167350984001,0.9918836026331538,1
Assam,Dima Hasao,23664969.0,119.0,103.0,28.0,25.0,280.0,250.0,305.0,1.2151394422310757,0.8844621513944223,10.76923076923077,1
Assam,Goalpara,580306918.0,6881.0,2220.0,797.0,27624.0,40567.0,9898.0,68191.0,6.888675623800384,0.9193857965451055,1.4684886877828054,3
Assam,Golaghat,791914355.0,5537.0,4047.0,1921.0,20154.0,27924.0,11505.0,48078.0,4.178515557100643,0.8329567182339649,1.3854626643512775,3
Assam,Hailakandi,643196534.0,3826.0,1441.0,311.0,21123.0,21302.0,5578.0,42425.0,7.604409392364223,0.9440759992830257,1.0084264343874265,1
Assam,Hojai,462422942.0,5288.0,1607.0,155.0,29002.0,25308.0,7050.0,54310.0,7.702453552687562,0.9778754786555098,0.8725993862703858,1
Assam,Jorhat,918850791.0,2905.0,1122.0,860.0,16279.0,19788.0,4887.0,36067.0,7.378682487725041,0.8238543371522095,1.2154791154791156,1
Assam,Kamrup,1429537142.0,9311.0,3370.0,985.0,43252.0,44584.0,13666.0,87836.0,6.4268676373746985,0.9278554181605326,1.0307724319700367,3
Assam,Kamrup Metro,1336561693.0,2654.0,2055.0,1337.0,26762.0,26191.0,6046.0,52953.0,8.756904250041343,0.7787332561600794,0.9786272092067406,1
Assam,Karbi Anglong,725325466.0,2918.0,4107.0,1082.0,39206.0,31121.0,8107.0,70327.0,8.673778983719783,0.8664282190429206,0.7937613181319663,1
Assam,Karimganj,1231112373.0,9336.0,4903.0,594.0,35646.0,41414.0,14833.0,77060.0,5.194822704597546,0.9598894431710935,1.1617807950178136,3
Assam,Kokrajhar,590647334.0,2519.0,1572.0,518.0,28859.0,22669.0,4609.0,51528.0,11.177440347071583,0.8874186550976139,0.7854816354816355,1
Assam,Lakhimpur,712222316.0,4726.0,1825.0,648.0,29772.0,35412.0,7199.0,65184.0,9.053333333333333,0.9098611111111111,1.1893997917576327,1
Assam,Majuli,114629486.0,347.0,157.0,11.0,3382.0,3281.0,515.0,6663.0,12.912790697674419,0.9767441860465116,0.9698492462311558,1
Assam,Marigaon,624201261.0,6735.0,2928.0,824.0,33936.0,43810.0,10487.0,77746.0,7.412852784134249,0.9213386727688787,1.2909214132068245,3
Assam,Nagaon,1395504986.0,9002.0,3478.0,393.0,117879.0,97377.0,12873.0,215256.0,16.720211278545907,0.9693956812179587,0.8260688836104513,3
Assam,Nalbari,857101183.0,2709.0,977.0,195.0,20251.0,20961.0,3881.0,41212.0,10.61617722823287,0.949510561566203,1.0350088880110606,1
Assam,North Cachar Hills,183012063.0,501.0,420.0,137.0,4024.0,3599.0,1058.0,7623.0,7.198300283286119,0.8696883852691218,0.8941614906832298,1
Assam,Sibsagar,652111015.0,1561.0,514.0,662.0,11380.0,13070.0,2737.0,24450.0,8.929875821767714,0.7578524470416362,1.1484052367981723,1
Assam,Sivasagar,3142661.0,204.0,113.0,105.0,0.0,0.0,422.0,0.0,0.0,0.7494089834515366,0.0,1
Assam,Sonitpur,1375461235.0,5501.0,2723.0,973.0,30117.0,43576.0,9197.0,73693.0,8.011850402261361,0.8941074146553598,1.4468424198153929,1
Assam,South Salmara Mankachar,191867049.0,1062.0,364.0,46.0,4848.0,21047.0,1472.0,25895.0,17.57976917854718,0.9680923285811269,4.340482573726542,1
Assam,Sribhumi,116724984.0,115.0,43.0,11.0,357.0,5087.0,169.0,5444.0,32.023529411764706,0.9294117647058824,14.20949720670391,1
Assam,Tamulpur District,38286890.0,22.0,33.0,0.0,70.0,1268.0,55.0,1338.0,23.892857142857142,0.9821428571428571,17.859154929577464,1
Assam,Tinsukia,942627691.0,3884.0,2867.0,1633.0,19249.0,35249.0,8384.0,54498.0,6.499463327370304,0.8051282051282052,1.8311168831168831,1
Assam,Udalguri,735779589.0,2658.0,1322.0,585.0,22348.0,19780.0,4565.0,42128.0,9.226456416995182,0.8716600963644328,0.8850507852700344,1
Assam,West Karbi Anglong,122846596.0,390.0,987.0,507.0,3392.0,1451.0,1884.0,4843.0,2.5692307692307694,0.7305039787798409,0.4276451517830828,1
BALANAGAR,IDPL COLONY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0
Bihar,Araria,932047020.0,9939.0,5515.0,125.0,155444.0,155315.0,15579.0,310759.0,19.94602053915276,0.9919127086007702,0.9991636913377722,3
Bihar,Arwal,469690505.0,812.0,3020.0,34.0,30704.0,27770.0,3866.0,58474.0,15.121282648047583,0.990949056115852,0.9044129620582967,1
Bihar,Aurangabad,1315352375.0,3001.0,7096.0,73.0,96430.0,105840.0,10170.0,202270.0,19.886933438206665,0.9927244125454724,1.0975723574369238,3
Bihar,Aurangabad(BH),6593207.0,5.0,3.0,0.0,10.0,24.0,8.0,34.0,3.7777777777777777,0.8888888888888888,2.1818181818181817,1
Bihar,Aurangabad(bh),65931467.0,44.0,61.0,0.0,222.0,670.0,105.0,892.0,8.415094339622641,0.9905660377358491,3.004484304932735,1
Bihar,Banka,1115709650.0,6198.0,4797.0,79.0,98227.0,98120.0,11074.0,196347.0,17.728848758465013,0.9927765237020316,0.9989005171641487,3
Bihar,Begusarai,1485429116.0,8106.0,5045.0,58.0,147208.0,132990.0,13209.0,280198.0,21.2110522331567,0.9955336866010598,0.9034094382816268,3
Bihar,Bhabua,23774076.0,14.0,17.0,0.0,33.0,132.0,31.0,165.0,5.15625,0.96875,3.8823529411764706,1
Bihar,Bhagalpur,1462791303.0,10456.0,10229.0,377.0,148314.0,155026.0,21062.0,303340.0,14.401557233062716,0.9820538384845464,1.0452482891143848,3
Bihar,Bhojpur,1853557069.0,3136.0,10115.0,106.0,96996.0,142341.0,13357.0,239337.0,17.91712831262165,0.9919898188351549,1.4674783756198646,3
Bihar,Buxar,1191148499.0,2528.0,4648.0,64.0,57028.0,73902.0,7240.0,130930.0,18.081756663444274,0.9910233393177738,1.2958670150274423,1
Bihar,Darbhanga,2057565953.0,10017.0,5677.0,71.0,210380.0,153928.0,15765.0,364308.0,23.10719269313713,0.9954332107065837,0.7316630304067383,3
Bihar,East Champaran,2135574402.0,10147.0,18371.0,805.0,212134.0,248028.0,29323.0,460162.0,15.6923339244305,0.9725139817214569,1.169198859217008,3
Bihar,Gaya,1716084051.0,6722.0,20244.0,435.0,185172.0,195174.0,27401.0,380346.0,13.880227720604335,0.9840887526457923,1.0540089537891593,3
Bihar,Gopalganj,1133410836.0,5303.0,9649.0,196.0,103484.0,105867.0,15148.0,209351.0,13.819460030365041,0.9869958413096575,1.0230178286708218,3
Bihar,Jamui,644179861.0,5193.0,5029.0,160.0,82157.0,66920.0,10382.0,149077.0,14.3577963979582,0.9844938842338438,0.8145281043842353,3
Bihar,Jehanabad,858673910.0,915.0,3827.0,141.0,37430.0,46361.0,4883.0,83791.0,17.156224406224407,0.9709254709254709,1.238572306377067,1
Bihar,Kaimur (Bhabua),564413749.0,3033.0,4707.0,85.0,78157.0,67018.0,7825.0,145175.0,18.550345003833375,0.989010989010989,0.8574682054300263,1
Bihar,Katihar,1177273965.0,11332.0,4903.0,115.0,217280.0,180294.0,16350.0,397574.0,24.314965445538498,0.9929056326830163,0.8297734270368785,3
Bihar,Khagaria,796562086.0,4348.0,3779.0,69.0,79904.0,75624.0,8196.0,155528.0,18.97377089178968,0.9914602903501281,0.9464238783555472,1
Bihar,Kishanganj,444637923.0,6957.0,1782.0,25.0,141279.0,145141.0,8764.0,286420.0,32.677695379349686,0.9970336565887051,1.0273287089467724,1
Bihar,Lakhisarai,423465802.0,2664.0,3423.0,68.0,49497.0,48883.0,6155.0,98380.0,15.981156595191683,0.9887914230019493,0.9875752555658814,1
Bihar,Madhepura,879462326.0,4571.0,4417.0,39.0,117237.0,91861.0,9027.0,209098.0,23.16105449712007,0.9955693398316349,0.7835428785888534,1
Bihar,Madhubani,2232439744.0,12598.0,12534.0,798.0,238135.0,181691.0,25930.0,419826.0,16.190119933670125,0.9691874590258763,0.7629715792656298,3
Bihar,Monghyr,34078723.0,29.0,20.0,0.0,99.0,282.0,49.0,381.0,7.62,0.98,2.82,1
Bihar,Munger,535915127.0,2445.0,3534.0,108.0,50471.0,55947.0,6087.0,106418.0,17.479960578186596,0.982095926412615,1.108475986685687,1
Bihar,Muzaffarpur,2500899203.0,14087.0,14103.0,665.0,208544.0,206917.0,28855.0,415461.0,14.397733573606876,0.9769198780149709,0.992193531372126,3
Bihar,Nalanda,1380568662.0,3676.0,10763.0,136.0,117402.0,153043.0,14575.0,270445.0,18.55413007683864,0.9906009879253568,1.303569755457697,3
Bihar,Nawada,1160938190.0,2742.0,12380.0,291.0,86245.0,86518.0,15413.0,172763.0,11.208187362138316,0.9810561826910601,1.0031537694501773,3
Bihar,Pashchim Champaran,68472382.0,5060.0,10737.0,562.0,353.0,1120.0,16359.0,1473.0,0.09003667481662592,0.9655867970660147,3.1638418079096047,3
Bihar,Patna,2717610067.0,6745.0,17151.0,748.0,209014.0,243772.0,24644.0,452786.0,18.37232704402516,0.9696084398458105,1.1662895007535343,3
Bihar,Purba Champaran,89629422.0,61.0,66.0,0.0,264.0,934.0,127.0,1198.0,9.359375,0.9921875,3.5245283018867926,1
Bihar,Purbi Champaran,20288618.0,4000.0,10071.0,800.0,0.0,0.0,14871.0,0.0,0.0,0.9461403980634749,0.0,3
Bihar,Purnea,117041380.0,169.0,88.0,0.0,4954.0,2806.0,257.0,7760.0,30.07751937984496,0.9961240310077519,0.5662966700302724,1
Bihar,Purnia,1357487494.0,12195.0,7721.0,184.0,228551.0,143374.0,20100.0,371925.0,18.502810805432567,0.9907964777871747,0.6273145717385977,3
Bihar,Rohtas,1350892710.0,2741.0,5120.0,78.0,111710.0,117745.0,7939.0,229455.0,28.898614609571787,0.9900503778337532,1.054014376381914,1
Bihar,Saharsa,931411266.0,6281.0,6577.0,205.0,119866.0,81177.0,13063.0,201043.0,15.389084507042254,0.98423147581139,0.6772255916974647,3
Bihar,Samastipur,2104325675.0,11289.0,7787.0,131.0,200165.0,202292.0,19207.0,402457.0,20.952571845064558,0.993127863390254,1.010621184416934,3
Bihar,Samstipur,62763852.0,41.0,41.0,0.0,195.0,448.0,82.0,643.0,7.746987951807229,0.9879518072289156,2.2857142857142856,1
Bihar,Saran,2611403262.0,7592.0,16407.0,219.0,148503.0,169845.0,24218.0,318348.0,13.144555927164623,0.9909162228002808,1.1437065668264828,3
Bihar,Sheikhpura,348797113.0,1244.0,1934.0,21.0,40423.0,28088.0,3199.0,68511.0,21.4096875,0.993125,0.6948347516326935,1
Bihar,Sheikpura,19466499.0,11.0,18.0,0.0,133.0,178.0,29.0,311.0,10.366666666666667,0.9666666666666667,1.328358208955224,1
Bihar,Sheohar,304427329.0,2067.0,1184.0,11.0,32682.0,31480.0,3262.0,64162.0,19.66349984676678,0.9963224026969046,0.9631918734510296,1
Bihar,Sitamarhi,1410018260.0,20679.0,18856.0,2697.0,182000.0,169848.0,42232.0,351848.0,8.33111547841735,0.9361163071531741,0.9332256416173538,3
Bihar,Siwan,2096596507.0,6149.0,9025.0,137.0,125804.0,123722.0,15311.0,249526.0,16.29610762800418,0.9909874608150471,0.9834426294662374,3
Bihar,Supaul,1198378907.0,5691.0,4563.0,157.0,112370.0,106911.0,10411.0,219281.0,21.060411064156742,0.9848252016903573,0.9514109512240703,3
Bihar,Vaishali,1930486282.0,8257.0,9698.0,52.0,168160.0,155594.0,18007.0,323754.0,17.97834295868503,0.9970568636161706,0.9252680466933475,3
Bihar,West Champaran,1079485278.0,11585.0,18070.0,783.0,166817.0,233389.0,30438.0,400206.0,13.147803804329971,0.974243569105424,1.3990636502056133,3
Chandigarh,Chandigarh,136991522.0,2473.0,211.0,36.0,74462.0,83336.0,2720.0,157798.0,57.992649761117235,0.9864020580668872,1.1191598512012677,1
Chandigarh,Mohali,0.0,0.0,0.0,0.0,6.0,5.0,0.0,11.0,11.0,0.0,0.7142857142857143,0
Chandigarh,Rupnagar,480124.0,3.0,0.0,0.0,14.0,20.0,3.0,34.0,8.5,0.75,1.3333333333333333,1
Chhatisgarh,Raipur,0.0,0.0,0.0,0.0,5.0,4.0,0.0,9.0,9.0,0.0,0.6666666666666666,0
Chhattisgarh,Balod,242233217.0,1603.0,71.0,4.0,81215.0,59734.0,1678.0,140949.0,83.94818344252532,0.9970220369267421,0.7354954688731284,1
Chhattisgarh,Baloda Bazar,504569786.0,4349.0,562.0,33.0,140747.0,116270.0,4944.0,257017.0,51.97512639029323,0.9931243680485339,0.8260863387046352,1
Chhattisgarh,Balrampur,238144539.0,4593.0,1528.0,69.0,52243.0,60301.0,6190.0,112544.0,18.17864642222581,0.9886932644160878,1.1542186662583263,1
Chhattisgarh,Bastar,291071643.0,4794.0,1808.0,6.0,94384.0,79431.0,6608.0,173815.0,26.299742775003782,0.99894083825087,0.8415638078084441,1
